"COOR1" "COOR2" "COOR1.5" "ProteinCodingGenesPCG" "GC_PROPORTION" "GC_State" "GC_PosteriorMean" "PCG_State" "PCG_PosteriorMean"
1310001 1320000 1315000 2 0.481 4 0.472664593976351 2 2.12964051174014
1320001 1330000 1325000 2 0.4715 4 0.469773573265275 2 2.12852437579278
1330001 1340000 1335000 5 0.4727 4 0.463600265882226 2 2.13560754622792
1340001 1350000 1345000 1 0.4453 3 0.45110994058538 2 1.66442646322136
1350001 1360000 1355000 1 0.4472 3 0.446241082054678 1 1.2504688116696
1360001 1370000 1365000 0 0.4352 3 0.44380845697148 1 0.846642240255359
1370001 1380000 1375000 0 0.4368 3 0.442832210742735 1 0.814059656253722
1380001 1390000 1385000 2 0.4436 3 0.443149817256104 1 1.0563899417468
1390001 1400000 1395000 1 0.4298 3 0.443131459639895 1 0.977444787624253
1400001 1410000 1405000 0 0.4304 3 0.44541023604749 1 0.887896342001834
1410001 1420000 1415000 2 0.4711 4 0.46023441060056 1 1.08231863836997
1420001 1430000 1425000 1 0.5001 4 0.466273916615025 1 0.959972967217578
1430001 1440000 1435000 1 0.4527 4 0.46134299748977 1 0.829986057656367
1440001 1450000 1445000 0 0.4648 4 0.458931880421711 1 0.685875735530546
1450001 1460000 1455000 0 0.4678 3 0.455385370394188 1 0.746705144661404
1460001 1470000 1465000 1 0.4307 3 0.447866287819324 1 1.17173829907539
1470001 1480000 1475000 2 0.4553 3 0.447700611308058 2 1.61171050386167
1480001 1490000 1485000 1 0.455 3 0.446724136096624 2 1.66494160288937
1490001 1500000 1495000 2 0.4597 3 0.446063806690439 2 1.75680817701784
1500001 1510000 1505000 0 0.422 3 0.442322808595912 2 1.6170765420701
1510001 1520000 1515000 1 0.4042 3 0.442640415109282 2 1.80660501159215
1520001 1530000 1525000 2 0.4849 4 0.466233822000988 2 2.04738987808119
1530001 1540000 1535000 2 0.4871 4 0.470947371147967 2 2.10826221551772
1540001 1550000 1545000 2 0.4645 4 0.470079580925671 2 2.12358762064102
1550001 1560000 1555000 4 0.4886 4 0.470012680241379 2 2.13577925945059
1560001 1570000 1565000 2 0.4675 4 0.461256049498459 2 2.07533620507074
1570001 1580000 1575000 1 0.4199 3 0.446453611943216 2 1.86936619447804
1580001 1590000 1585000 0 0.4126 3 0.446913010313837 2 1.71027389367426
1590001 1600000 1595000 1 0.5115 4 0.473534073889456 2 1.87112625501041
1600001 1610000 1605000 2 0.4784 4 0.474360079806906 2 2.07494985031973
1610001 1620000 1615000 4 0.5049 4 0.474773082765631 2 2.13676661048094
1620001 1630000 1625000 3 0.4924 4 0.474555712787355 2 2.13612268589593
1630001 1640000 1635000 2 0.4449 4 0.473077596935076 2 2.13079957599316
1640001 1650000 1645000 5 0.5076 4 0.474686134774321 2 2.13822617287364
1650001 1660000 1655000 4 0.4907 4 0.474729608769976 2 2.13753931998296
1660001 1670000 1665000 3 0.4744 4 0.474164446826458 2 2.12139827705197
1670001 1680000 1675000 1 0.4966 4 0.473794917863388 2 1.89027227933812
1680001 1690000 1685000 0 0.4253 4 0.465797392353626 2 1.71340765998799
1690001 1700000 1695000 2 0.4699 4 0.469599677282654 2 1.84798789825562
1700001 1710000 1705000 1 0.4628 4 0.471599481082796 2 1.78320908500336
1710001 1720000 1715000 0 0.5102 4 0.474447027798217 2 1.75882580738421
1720001 1730000 1725000 3 0.4484 4 0.473142807928559 2 2.10409816986797
1730001 1740000 1735000 2 0.4942 4 0.474577449785183 2 2.11895136362893
1740001 1750000 1745000 2 0.4805 4 0.474577449785183 2 2.12264319791633
1750001 1760000 1755000 2 0.5295 4 0.474816556761287 2 2.11723423140223
1760001 1770000 1765000 1 0.5474 4 0.474838293759114 2 2.10053512049757
1770001 1780000 1775000 4 0.4956 4 0.474816556761287 2 2.13590804436759
1780001 1790000 1785000 1 0.5115 4 0.474773082765631 2 2.1089490684084
1790001 1800000 1795000 3 0.4987 4 0.473881865854698 2 2.1329889195822
1800001 1810000 1805000 3 0.4749 4 0.464361060806193 2 2.12848144748711
1810001 1820000 1815000 1 0.4102 3 0.44230783036132 2 2.02279195893371
1820001 1830000 1825000 1 0.4419 3 0.440474619003199 2 1.96840179565298
1830001 1840000 1835000 1 0.4041 3 0.437142715198708 2 1.96252061777653
1840001 1850000 1845000 1 0.4435 3 0.440837160220344 2 2.00484792716469
1850001 1860000 1855000 2 0.4289 3 0.442088770692235 2 2.09894677318787
1860001 1870000 1865000 3 0.4516 3 0.446833050068451 2 2.13200156855185
1870001 1880000 1875000 3 0.497 3 0.451957683500657 2 2.12345883572401
1880001 1890000 1885000 1 0.4298 3 0.441793359142071 2 1.93530407198333
1890001 1900000 1895000 2 0.4292 3 0.437498940127703 2 1.79973648268535
1900001 1910000 1905000 0 0.4117 3 0.434902470394752 1 1.20170225643131
1910001 1920000 1915000 0 0.4082 3 0.436225821640673 1 1.12687821965284
1920001 1930000 1925000 1 0.4557 3 0.448048861238679 2 1.40196280237023
1930001 1940000 1935000 1 0.4572 3 0.457238084281964 2 1.69447627718862
1940001 1950000 1945000 3 0.4789 4 0.468425879399961 2 2.0290165632555
1950001 1960000 1955000 1 0.5128 4 0.471338637108865 2 1.96406603678056
1960001 1970000 1965000 2 0.4655 4 0.459176056470242 2 1.95286174900134
1970001 1980000 1975000 2 0.4267 3 0.440968498138066 2 1.75165678033774
1980001 1990000 1985000 0 0.4302 3 0.432740756108646 1 0.911463981813295
1990001 2e+06 1995000 0 0.4177 2 0.424711466173638 1 0.740180042199943
2000001 2010000 2005000 1 0.4191 2 0.420513130552692 1 0.80186801744415
2010001 2020000 2015000 0 0.4127 2 0.418323756226742 1 0.842134768160271
2020001 2030000 2025000 3 0.4033 2 0.418616657855169 1 1.27317788536771
2030001 2040000 2035000 1 0.4222 2 0.421861369195369 1 0.905582803936846
2040001 2050000 2045000 0 0.4609 2 0.426786690433811 1 0.547346093141502
2050001 2060000 2055000 0 0.3975 2 0.422741761013382 1 0.463807610312534
2060001 2070000 2065000 0 0.4324 2 0.425912828396346 1 0.447838280604221
2070001 2080000 2075000 1 0.3999 2 0.427359613883308 1 0.467113089848932
2080001 2090000 2085000 0 0.4528 3 0.443657671882821 1 0.440325827112407
2090001 2100000 2095000 0 0.4948 3 0.452944296856946 1 0.432126520729914
2100001 2110000 2105000 0 0.4643 3 0.448518626736842 1 0.432684588703591
2110001 2120000 2115000 0 0.3859 3 0.436823861469615 1 0.437106204187344
2120001 2130000 2125000 0 0.4398 3 0.440795375915498 1 0.45749714937941
2130001 2140000 2135000 1 0.4695 3 0.443522725600792 1 0.544641609884449
2140001 2150000 2145000 0 0.4316 3 0.440619790242068 1 0.597057071104475
2150001 2160000 2155000 1 0.4377 3 0.438715067092606 1 0.899014773169718
2160001 2170000 2165000 1 0.4194 3 0.43524327461407 1 1.20380574340902
2170001 2180000 2175000 2 0.4131 3 0.434705163213786 2 1.52349283571494
2180001 2190000 2185000 1 0.4421 3 0.437786132206511 2 1.50962699298433
2190001 2200000 2195000 2 0.4253 3 0.43823055234254 2 1.51954343159353
2200001 2210000 2205000 0 0.4302 3 0.440359404233514 1 1.21462367643723
2210001 2220000 2215000 1 0.4433 3 0.44484530308666 1 1.2660517866269
2220001 2230000 2225000 0 0.4381 3 0.451166703124818 2 1.3339643661929
2230001 2240000 2235000 2 0.5253 4 0.474099235832975 2 1.93131173955625
2240001 2250000 2245000 2 0.4776 4 0.474425290800389 2 2.08559607012527
2250001 2260000 2255000 3 0.4809 4 0.474425290800389 2 2.13337527433321
2260001 2270000 2265000 6 0.5143 4 0.474186183824285 2 2.13796860303963
2270001 2280000 2275000 2 0.4624 3 0.458057331436179 2 1.88477745621268
2280001 2290000 2285000 0 0.424 3 0.439026601790806 1 0.924299545207879
2290001 2300000 2295000 1 0.4303 3 0.429807075030394 1 0.725627346578658
2300001 2310000 2305000 0 0.4114 2 0.420324058333373 1 0.505405138504348
2310001 2320000 2315000 0 0.4058 2 0.416497761597234 1 0.45492145103936
2320001 2330000 2325000 0 0.3992 2 0.41567898789869 1 0.452517465921979
2330001 2340000 2335000 0 0.4225 2 0.416955683769443 1 0.487632819958
2340001 2350000 2345000 1 0.4251 2 0.418514945121664 1 0.641530795776012
2350001 2360000 2355000 0 0.4009 2 0.419901375195173 1 0.770487426001202
2360001 2370000 2365000 1 0.4475 3 0.430450507528489 2 1.42128053992061
2370001 2380000 2375000 5 0.466 3 0.433130545871132 2 2.11354239711482
2380001 2390000 2385000 2 0.4156 2 0.424023098971767 2 1.93195566414127
2390001 2400000 2395000 1 0.3993 2 0.419715880359578 1 1.25862518974642
2400001 2410000 2405000 0 0.4498 2 0.420935813690893 1 0.621998416697296
2410001 2420000 2415000 0 0.3956 2 0.416770615918643 1 0.478574947462156
2420001 2430000 2425000 0 0.4165 2 0.417635816009666 1 0.446765072962534
2430001 2440000 2435000 0 0.4386 2 0.419169960982442 1 0.445863578543516
2440001 2450000 2445000 1 0.4294 2 0.418112309290482 1 0.474110403672735
2450001 2460000 2455000 0 0.3704 2 0.416467164650859 1 0.455865873764045
2460001 2470000 2465000 0 0.4277 2 0.426204891545475 1 0.485142978229285
2470001 2480000 2475000 2 0.4497 3 0.436322907776838 1 0.63174314208382
2480001 2490000 2485000 0 0.4312 3 0.438888963075227 1 0.542495194601074
2490001 2500000 2495000 1 0.4705 3 0.44151269684381 1 0.580315031894147
2500001 2510000 2505000 1 0.4112 3 0.435727789364136 1 0.577996903388102
2510001 2520000 2515000 0 0.4448 3 0.436468079015706 1 0.539318499981678
2520001 2530000 2525000 2 0.4284 3 0.433453995216982 1 0.635993044344904
2530001 2540000 2535000 0 0.4411 3 0.431252170826547 1 0.485100049923617
2540001 2550000 2545000 0 0.4148 2 0.424365592881894 1 0.458999640077773
2550001 2560000 2555000 0 0.386 2 0.421298141415641 1 0.476256818956111
2560001 2570000 2565000 0 0.4542 3 0.428901566832936 1 0.579885748837472
2570001 2580000 2575000 1 0.3995 3 0.428378433667244 1 1.0532132471274
2580001 2590000 2585000 1 0.4319 3 0.43675910844151 2 1.54375499599
2590001 2600000 2595000 4 0.4649 3 0.446980368963506 2 2.07490692201406
2600001 2610000 2605000 1 0.4659 3 0.449220511465184 2 1.92525884845714
2610001 2620000 2615000 1 0.47 3 0.448844223738878 2 1.82691010017288
2620001 2630000 2625000 0 0.4124 3 0.444067840237292 2 1.76754025343472
2630001 2640000 2635000 2 0.4598 3 0.446946575147327 2 2.05069535761759
2640001 2650000 2645000 3 0.4594 3 0.44833098424506 2 2.12680724356608
2650001 2660000 2655000 3 0.4694 3 0.448458026850408 2 2.12062556754996
2660001 2670000 2665000 2 0.4444 3 0.445157611544914 2 1.94466244261885
2670001 2680000 2675000 1 0.4462 3 0.443251972464696 1 1.26270337878484
2680001 2690000 2685000 0 0.427 3 0.44075674200958 1 0.620710567527271
2690001 2700000 2695000 0 0.4417 3 0.440250490261687 1 0.478274449322483
2700001 2710000 2705000 0 0.4196 3 0.437981536204271 1 0.448310491966564
2710001 2720000 2715000 0 0.4189 3 0.438452762410554 1 0.446893857879536
2720001 2730000 2725000 0 0.4892 3 0.442893497577236 1 0.476342675567446
2730001 2740000 2735000 1 0.4105 3 0.428575969830899 1 0.606844724796666
2740001 2750000 2745000 1 0.3966 2 0.424535682498102 1 0.698239087562788
2750001 2760000 2755000 0 0.4177 3 0.428099674552189 1 0.764348678290749
2760001 2770000 2765000 1 0.4152 3 0.43469085643697 1 1.22823194933383
2770001 2780000 2775000 3 0.5026 3 0.454370490259525 2 1.7222508909555
2780001 2790000 2785000 2 0.4603 3 0.452285428158881 2 1.5318638553201
2790001 2800000 2795000 0 0.4919 3 0.449458157733168 1 0.684330316526516
2800001 2810000 2805000 0 0.3963 2 0.42289897358031 1 0.493771567668453
2810001 2820000 2815000 0 0.372 2 0.415489488694576 1 0.450585692166942
2820001 2830000 2825000 0 0.4408 2 0.417310203517338 1 0.446121148377521
2830001 2840000 2835000 1 0.394 2 0.416235456915183 1 0.463764682006866
2840001 2850000 2845000 0 0.427 2 0.418787585950675 1 0.43976775913873
2850001 2860000 2855000 0 0.4422 2 0.421019595792983 1 0.434444649235959
2860001 2870000 2865000 0 0.4195 2 0.419809998608627 1 0.432512875480921
2870001 2880000 2875000 0 0.4319 2 0.419183463018622 1 0.437578415549687
2880001 2890000 2885000 1 0.4203 2 0.417007804221249 1 0.462562689448176
2890001 2900000 2895000 0 0.4066 2 0.415747989768294 1 0.444446944456488
2900001 2910000 2905000 0 0.4201 2 0.416062414902151 1 0.444962084124498
2910001 2920000 2915000 1 0.4263 2 0.416145770019446 1 0.478832517296161
2920001 2930000 2925000 0 0.4282 2 0.41578977407314 1 0.464408606591879
2930001 2940000 2935000 0 0.3993 2 0.414280318495015 1 0.509655040765431
2940001 2950000 2945000 1 0.3892 2 0.413859962766737 1 0.729834320534073
2950001 2960000 2955000 1 0.4494 2 0.415714440425095 1 0.935675546209769
2960001 2970000 2965000 2 0.3987 2 0.413615601448313 1 1.13404724669932
2970001 2980000 2975000 0 0.3735 2 0.412904458009133 1 1.01908524412173
2980001 2990000 2985000 1 0.4367 2 0.414983663931478 1 1.20389160002035
2990001 3e+06 2995000 1 0.4063 2 0.414276100634099 2 1.4054399951293
3000001 3010000 3005000 1 0.4001 2 0.414812735835971 2 1.6271217655963
3010001 3020000 3015000 2 0.4253 2 0.417333416713577 2 1.88855514711142
3020001 3030000 3025000 1 0.4132 2 0.418918630166463 2 1.91654440240663
3030001 3040000 3035000 1 0.4291 2 0.423645366027633 2 1.99154015240777
3040001 3050000 3045000 3 0.4433 2 0.427126854175936 2 2.1176635144589
3050001 3060000 3055000 3 0.4399 2 0.427025354934829 2 2.0973154975725
3060001 3070000 3065000 1 0.416 2 0.423887623402666 2 1.65081819032476
3070001 3080000 3075000 0 0.4123 2 0.422836928476048 1 1.25673634429705
3080001 3090000 3085000 1 0.4203 2 0.424901801098971 1 1.26901383971796
3090001 3100000 3095000 1 0.4363 3 0.42867239999958 2 1.28476852789793
3100001 3110000 3105000 0 0.4162 3 0.429525985747338 2 1.3138739191405
3110001 3120000 3115000 3 0.4355 3 0.434981198914707 2 1.81416039338963
3120001 3130000 3125000 0 0.4212 3 0.438323027371655 2 1.66180783657565
3130001 3140000 3135000 1 0.4462 3 0.447671112804253 2 1.83566747452905
3140001 3150000 3145000 2 0.4684 4 0.463515007581724 2 2.05301348612364
3150001 3160000 3155000 2 0.4998 4 0.472403750002419 2 2.11186819319379
3160001 3170000 3165000 4 0.4587 4 0.471708166071935 2 2.13741053506595
3170001 3180000 3175000 4 0.4948 4 0.472251591017626 2 2.13732467845462
3180001 3190000 3185000 5 0.4453 4 0.46712672860273 2 2.1380115313453
3190001 3200000 3195000 5 0.4516 4 0.466733772951024 2 2.1381403162623
3200001 3210000 3205000 7 0.4875 4 0.469186674323929 2 2.13822617287364
3210001 3220000 3215000 1 0.4759 4 0.465775655355799 2 2.10980763452175
3220001 3230000 3225000 4 0.4589 3 0.454611286926438 2 2.13522119147691
3230001 3240000 3235000 1 0.4425 3 0.442139919381882 2 2.05151099542527
3240001 3250000 3245000 2 0.4285 3 0.428509069146608 2 2.02262024571104
3250001 3260000 3255000 0 0.3946 2 0.41642559383841 2 1.83326348941167
3260001 3270000 3265000 2 0.3945 2 0.414655523269042 2 1.93839490999139
3270001 3280000 3275000 1 0.3993 2 0.415177805223223 2 1.88241639940096
3280001 3290000 3285000 1 0.4151 2 0.418613278473551 2 1.87833821036255
3290001 3300000 3295000 1 0.4527 2 0.425558735633246 2 1.91650147410096
3300001 3310000 3305000 1 0.406 2 0.425206103578266 2 2.00055509659794
3310001 3320000 3315000 6 0.4126 3 0.430478774306864 2 2.1380115313453
3320001 3330000 3325000 4 0.4772 3 0.445034406286562 2 2.13783981812263
3330001 3340000 3335000 4 0.4615 3 0.44535831359779 2 2.13217328177452
3340001 3350000 3345000 0 0.3944 3 0.442059043205741 2 1.80218339610839
3350001 3360000 3355000 1 0.4852 4 0.459476995058211 2 1.82867016070525
3360001 3370000 3365000 1 0.4723 4 0.461232622809823 2 1.89744130638459
3370001 3380000 3375000 4 0.4869 4 0.460037087929302 2 2.01609514324958
3380001 3390000 3385000 0 0.4257 3 0.444053548950767 1 0.849861863180422
3390001 3400000 3395000 0 0.4535 3 0.440394887740503 1 0.581688737675507
3400001 3410000 3405000 1 0.4227 3 0.42911027486477 1 0.543182047491754
3410001 3420000 3415000 0 0.4102 2 0.420970839232503 1 0.465267172705229
3420001 3430000 3425000 0 0.4099 2 0.418284286599605 1 0.455822945458377
3430001 3440000 3435000 0 0.4123 2 0.418285976290414 1 0.484370268727269
3440001 3450000 3445000 1 0.4202 2 0.419832998312469 1 0.642561075112032
3450001 3460000 3455000 0 0.4482 2 0.422927042356579 1 0.763404255566064
3460001 3470000 3465000 3 0.4398 2 0.421043644710442 2 1.39238979020637
3470001 3480000 3475000 1 0.3958 2 0.414062760488768 1 1.18126838293358
3480001 3490000 3485000 1 0.403 2 0.412690055917971 1 0.976242795065563
3490001 3500000 3495000 1 0.3978 2 0.412039054399847 1 0.77190406008823
3500001 3510000 3505000 0 0.419 2 0.412146260432495 1 0.549363723507875
3510001 3520000 3515000 1 0.4088 2 0.411011391857553 1 0.520558830404978
3520001 3530000 3525000 0 0.3936 2 0.409767436773104 1 0.450800333695279
3530001 3540000 3535000 0 0.4077 2 0.409372832385306 1 0.43770720046669
3540001 3550000 3545000 0 0.3954 2 0.408337786092875 1 0.434788075681299
3550001 3560000 3555000 0 0.3966 2 0.408084564825904 1 0.43890919302538
3560001 3570000 3565000 1 0.3987 2 0.408012821293795 1 0.465353029316564
3570001 3580000 3575000 0 0.4093 2 0.408140488886044 1 0.441785389505103
3580001 3590000 3585000 0 0.3977 2 0.407638264213016 1 0.43942433269339
3590001 3600000 3595000 0 0.4171 2 0.408055029825358 1 0.451573043197294
3600001 3610000 3605000 0 0.3528 2 0.406730885512834 1 0.514935222362534
3610001 3620000 3615000 2 0.4058 2 0.409032048114258 1 0.795600484816694
3620001 3630000 3625000 1 0.4054 2 0.411390196721651 1 0.755677160545912
3630001 3640000 3635000 1 0.4068 2 0.414608275587456 1 0.693474045633695
3640001 3650000 3645000 0 0.4438 2 0.420712978635978 1 0.605857373766314
3650001 3660000 3655000 2 0.4293 2 0.421358496829094 1 0.682484399382813
3660001 3670000 3665000 0 0.4356 2 0.420969363034092 1 0.489135310656363
3670001 3680000 3675000 0 0.4135 2 0.418984466146847 1 0.446722144656866
3680001 3690000 3685000 0 0.4249 2 0.418949013620441 1 0.435904211628654
3690001 3700000 3695000 0 0.4386 2 0.419032368737737 1 0.435131502126639
3700001 3710000 3705000 0 0.4187 2 0.414693734648142 1 0.440368755418075
3710001 3720000 3715000 1 0.3995 2 0.410319273676099 1 0.463464183867194
3720001 3730000 3725000 0 0.4112 2 0.40768786646885 1 0.440497540335077
3730001 3740000 3735000 0 0.388 2 0.403876873933258 1 0.441012680003088
3740001 3750000 3745000 0 0.3982 2 0.402016752086245 1 0.454492167982685
3750001 3760000 3755000 1 0.3848 2 0.400549120709505 1 0.527856642368454
3760001 3770000 3765000 1 0.3907 2 0.400188279157303 1 0.557047890222358
3770001 3780000 3775000 0 0.368 2 0.400286401774871 1 0.552840916266943
3780001 3790000 3785000 0 0.4014 2 0.403322953035141 1 0.696135600585081
3790001 3800000 3795000 1 0.3854 2 0.406389049270091 2 1.36757722953055
3800001 3810000 3805000 3 0.4314 2 0.415072115285525 2 2.08070224327918
3810001 3820000 3815000 4 0.4271 2 0.418976454651731 2 2.12380226216935
3820001 3830000 3825000 2 0.4041 2 0.421419062976866 2 1.85258122696205
3830001 3840000 3835000 0 0.4906 3 0.433108808873305 1 0.818953483099818
3840001 3850000 3845000 0 0.4037 2 0.421066220187567 1 0.591905674424374
3850001 3860000 3855000 1 0.4038 2 0.418566638588675 1 0.572974291625004
3860001 3870000 3865000 0 0.4288 2 0.419426983099669 1 0.518412415121602
3870001 3880000 3875000 0 0.4081 2 0.419311554837586 1 0.570441521590621
3880001 3890000 3885000 0 0.4152 2 0.422482408728153 1 0.855356686305863
3890001 3900000 3895000 4 0.4512 3 0.429894023021704 2 2.11525952934152
3900001 3910000 3905000 4 0.4598 3 0.430383179859402 2 2.13075664768749
3910001 3920000 3915000 0 0.3986 2 0.418845611196128 2 1.91229450014555
3920001 3930000 3925000 1 0.3982 2 0.417368442255187 2 1.97728795492615
3930001 3940000 3935000 2 0.4038 2 0.419832784820072 2 2.09143431969605
3940001 3950000 3945000 4 0.4561 3 0.432298010173135 2 2.12496132642238
3950001 3960000 3955000 1 0.4191 3 0.433270190072196 2 1.8418062222395
3960001 3970000 3965000 1 0.4413 3 0.437727679976264 2 1.60153649541847
3970001 3980000 3975000 1 0.4378 3 0.439483623522551 2 1.39694019060713
3980001 3990000 3985000 1 0.4637 3 0.43999517332556 1 1.21573981238458
3990001 4e+06 3995000 0 0.385 3 0.432073896921914 1 1.04046354034415
4000001 4010000 4005000 1 0.4416 3 0.437147997763532 1 1.17109437449038
4010001 4020000 4015000 0 0.4314 3 0.439682635884617 2 1.30975280179642
4020001 4030000 4025000 5 0.4455 3 0.442728823808712 2 2.13474898011457
4030001 4040000 4035000 5 0.4627 3 0.444498742846849 2 2.13809738795663
4040001 4050000 4045000 2 0.4411 3 0.44340536317492 2 2.1245320433657
4050001 4060000 4055000 1 0.4313 3 0.442828831361117 2 2.10336838867162
4060001 4070000 4065000 4 0.4612 3 0.443893486289293 2 2.13577925945059
4070001 4080000 4075000 1 0.4414 3 0.442745262751424 2 2.09753013910084
4080001 4090000 4085000 2 0.4246 3 0.440890543378164 2 2.11478731797918
4090001 4100000 4095000 2 0.4248 3 0.440718337086352 2 2.11139598183145
4100001 4110000 4105000 1 0.4375 3 0.442366053608878 2 2.08168959430953
4110001 4120000 4115000 2 0.4541 3 0.444241278254535 2 2.10375474342263
4120001 4130000 4125000 1 0.4473 3 0.444540527151695 2 2.08980304408069
4130001 4140000 4135000 3 0.4575 3 0.44493832289314 2 2.13084250429883
4140001 4150000 4145000 2 0.428 3 0.44407414103515 2 2.1262491755924
4150001 4160000 4155000 2 0.4537 3 0.445292873621618 2 2.1191230768516
4160001 4170000 4165000 1 0.4544 3 0.445684139582515 2 2.09156310461306
4170001 4180000 4175000 2 0.4323 3 0.445456860442074 2 2.12182756010865
4180001 4190000 4185000 4 0.4579 3 0.448827555813478 2 2.13698125200928
4190001 4200000 4195000 1 0.4616 3 0.451392521557139 2 2.10937835146507
4200001 4210000 4205000 3 0.4648 3 0.453449087896719 2 2.13255963652553
4210001 4220000 4215000 3 0.4642 3 0.453474204276165 2 2.12178463180298
4220001 4230000 4225000 0 0.4654 3 0.451862287055302 2 1.92109480280739
4230001 4240000 4235000 1 0.4244 3 0.447878115654986 2 1.99626226603119
4240001 4250000 4245000 3 0.474 3 0.451758671138591 2 2.12504718303371
4250001 4260000 4255000 2 0.4744 3 0.450867454227658 2 2.1294258702118
4260001 4270000 4265000 4 0.417 3 0.444326994520415 2 2.13719589353762
4270001 4280000 4275000 2 0.4519 3 0.445483666512328 2 2.13067079107616
4280001 4290000 4285000 4 0.4563 3 0.446085543688266 2 2.13736760676029
4290001 4300000 4295000 4 0.4811 3 0.445595959865774 2 2.13110007413283
4300001 4310000 4305000 0 0.4111 3 0.42785088739661 2 1.70838504822489
4310001 4320000 4315000 2 0.417 2 0.421754587389438 2 1.70649620277552
4320001 4330000 4325000 1 0.4343 2 0.418863130333039 2 1.41952047938824
4330001 4340000 4335000 0 0.3645 2 0.412452664097102 1 1.16310970963622
4340001 4350000 4345000 1 0.4116 2 0.412627810053525 1 1.23707518030133
4350001 4360000 4355000 0 0.397 2 0.412761385197498 2 1.32645191270108
4360001 4370000 4365000 4 0.3943 2 0.412871533652835 2 1.98540140469731
4370001 4380000 4375000 0 0.4217 2 0.414068030321379 2 1.68417348382842
4380001 4390000 4385000 1 0.4003 2 0.414884690102398 2 1.7377050809958
4390001 4400000 4395000 1 0.4336 2 0.419376338846275 2 1.83609675758572
4400001 4410000 4405000 2 0.4349 2 0.421080786927656 2 1.97144970535537
4410001 4420000 4415000 1 0.4194 2 0.420678364588871 2 1.95698286634542
4420001 4430000 4425000 1 0.407 2 0.421439948763183 2 1.98638875572767
4430001 4440000 4435000 2 0.4561 2 0.427518302648648 2 2.06645004579757
4440001 4450000 4445000 1 0.3851 2 0.425987735059596 2 2.06503341171054
4450001 4460000 4455000 2 0.4738 3 0.441417529381143 2 2.11586052562087
4460001 4470000 4465000 3 0.4305 3 0.441102844284014 2 2.13526411978258
4470001 4480000 4475000 3 0.4344 3 0.441702802786454 2 2.13509240655991
4480001 4490000 4485000 3 0.4824 3 0.443339378421384 2 2.12809509273611
4490001 4500000 4495000 2 0.4091 3 0.431043249302315 2 2.02094604179001
4500001 4510000 4505000 1 0.4411 3 0.428099461059792 2 1.64120224985524
4510001 4520000 4515000 1 0.422 2 0.420574535179762 2 1.29468496650713
4520001 4530000 4525000 0 0.3985 2 0.414491127712162 1 0.979290704767956
4530001 4540000 4535000 1 0.4048 2 0.413339995490266 1 0.99246969460788
4540001 4550000 4545000 1 0.3995 2 0.413085712277464 1 1.00904002059554
4550001 4560000 4555000 2 0.4079 2 0.413303066765449 1 1.02170387076745
4560001 4570000 4565000 0 0.4167 2 0.413738827713114 1 0.657929408540999
4570001 4580000 4575000 1 0.4225 2 0.41379896963417 1 0.606587154962661
4580001 4590000 4585000 0 0.402 2 0.413330497822604 1 0.519914905819965
4590001 4600000 4595000 1 0.4089 2 0.413230261287511 1 0.541980054933064
4600001 4610000 4605000 0 0.4122 2 0.413307284626365 1 0.526869291338101
4610001 4620000 4615000 0 0.4066 2 0.413367426547421 1 0.636808682152586
4620001 4630000 4625000 2 0.4254 2 0.413510923585772 1 1.15731438837111
4630001 4640000 4635000 1 0.3862 2 0.413051949441868 1 1.21226261962551
4640001 4650000 4645000 1 0.4199 2 0.413705064877518 1 1.27669800643244
4650001 4660000 4655000 1 0.4194 2 0.414007677666004 2 1.35396895663395
4660001 4670000 4665000 1 0.411 2 0.413689873150529 2 1.44845415740814
4670001 4680000 4675000 1 0.4292 2 0.414144629433517 2 1.56732263580146
4680001 4690000 4685000 2 0.3984 2 0.41330939854389 2 1.71636971307905
4690001 4700000 4695000 2 0.4063 2 0.413178565062421 2 1.61952345549315
4700001 4710000 4705000 1 0.4034 2 0.413095209945126 1 1.0954976282099
4710001 4720000 4715000 0 0.3986 2 0.413275635708294 1 0.590746610171351
4720001 4730000 4725000 0 0.3993 2 0.41374410751986 1 0.478145664405481
4730001 4740000 4735000 0 0.4189 2 0.416497548104837 1 0.457625934296413
4740001 4750000 4745000 0 0.4286 2 0.42013687380697 1 0.480034509854851
4750001 4760000 4755000 2 0.4041 2 0.422897283889501 1 0.608991140080042
4760001 4770000 4765000 0 0.4544 3 0.437295087675898 1 0.499438104016564
4770001 4780000 4775000 0 0.4369 3 0.440503114764263 1 0.500854738103592
4780001 4790000 4785000 1 0.43 3 0.443120318752299 1 0.610450702472737
4790001 4800000 4795000 0 0.4585 3 0.453460915732382 1 0.687163584700572
4800001 4810000 4805000 2 0.4596 4 0.462210787712066 1 1.14606717228622
4810001 4820000 4815000 1 0.4949 4 0.471622907771433 1 1.17693262406116
4820001 4830000 4825000 1 0.4877 4 0.471664692076279 1 1.21642666527526
4830001 4840000 4835000 2 0.4704 4 0.466926026549855 1 1.25935497094277
4840001 4850000 4845000 0 0.4456 3 0.456279966686739 1 0.964179941172993
4850001 4860000 4855000 2 0.4611 3 0.453743496704142 1 0.998179159261659
4860001 4870000 4865000 0 0.4406 3 0.449534967579625 1 0.684115674998179
4870001 4880000 4875000 1 0.4531 3 0.449847505020568 1 0.655181996978279
